age_,Beta,Gamma,ProbOfAlive
26.000000000000000000000000000000000000000000000000000000000000,1.064914099999999974599518282047938555479049682617187500000000,1.040160470699527994753452730947174131870269775390625000000000,1.000000000000000000000000000000000000000000000000000000000000
27.000000000000000000000000000000000000000000000000000000000000,1.057996799999999959496221890731249004602432250976562500000000,1.039802717034765455750289220304694026708602905273437500000000,1.000000000000000000000000000000000000000000000000000000000000
28.000000000000000000000000000000000000000000000000000000000000,1.051421699999999903596403783012647181749343872070312500000000,1.039355697982424775460685850703157484531402587890625000000000,1.000000000000000000000000000000000000000000000000000000000000
29.000000000000000000000000000000000000000000000000000000000000,1.045179000000000080206064012600108981132507324218750000000000,1.038825761721686502525585638068150728940963745117187500000000,1.000000000000000000000000000000000000000000000000000000000000
30.000000000000000000000000000000000000000000000000000000000000,1.039259099999999991226218298834282904863357543945312500000000,1.038215111722489147894066263688728213310241699218750000000000,1.000000000000000000000000000000000000000000000000000000000000
31.000000000000000000000000000000000000000000000000000000000000,1.033652900000000096625285550544504076242446899414062500000000,1.037525965710099473682248572004027664661407470703125000000000,1.000000000000000000000000000000000000000000000000000000000000
32.000000000000000000000000000000000000000000000000000000000000,1.028351900000000096468966148677282035350799560546875000000000,1.036763664305387910857803035469260066747665405273437500000000,1.000000000000000000000000000000000000000000000000000000000000
33.000000000000000000000000000000000000000000000000000000000000,1.023347699999999971254283082089386880397796630859375000000000,1.035930441319812045364301411609631031751632690429687500000000,1.000000000000000000000000000000000000000000000000000000000000
34.000000000000000000000000000000000000000000000000000000000000,1.018632299999999935025130071153398603200912475585937500000000,1.035029573770069211136046760657336562871932983398437500000000,1.000000000000000000000000000000000000000000000000000000000000
35.000000000000000000000000000000000000000000000000000000000000,1.014197900000000096554231276968494057655334472656250000000000,1.034065375593458790959289217425975948572158813476562500000000,1.000000000000000000000000000000000000000000000000000000000000
36.000000000000000000000000000000000000000000000000000000000000,1.010037300000000026756197257782332599163055419921875000000000,1.033040091365925894351107672264333814382553100585937500000000,1.000000000000000000000000000000000000000000000000000000000000
37.000000000000000000000000000000000000000000000000000000000000,1.006143299999999962679453346936497837305068969726562500000000,1.031957000490566489503407865413464605808258056640625000000000,1.000000000000000000000000000000000000000000000000000000000000
38.000000000000000000000000000000000000000000000000000000000000,1.002509199999999989216803442104719579219818115234375000000000,1.030820410252271113193955898168496787548065185546875000000000,1.000000000000000000000000000000000000000000000000000000000000
39.000000000000000000000000000000000000000000000000000000000000,0.999128240000000000797797383711440488696098327636718750000000,1.029632559246949297104833931371103972196578979492187500000000,1.000000000000000000000000000000000000000000000000000000000000
40.000000000000000000000000000000000000000000000000000000000000,0.995994269999999959352976475202012807130813598632812500000000,1.028398769613106056297624490980524569749832153320312500000000,1.000000000000000000000000000000000000000000000000000000000000
41.000000000000000000000000000000000000000000000000000000000000,0.993101160000000038330369989125756546854972839355468750000000,1.027119209836178992389932318474166095256805419921875000000000,1.000000000000000000000000000000000000000000000000000000000000
42.000000000000000000000000000000000000000000000000000000000000,0.990443060000000041753764890017919242382049560546875000000000,1.025801235091607477301067774533294141292572021484375000000000,1.000000000000000000000000000000000000000000000000000000000000
43.000000000000000000000000000000000000000000000000000000000000,0.988014300000000011969802926614647731184959411621093750000000,1.024443972962147952898703806567937135696411132812500000000000,1.000000000000000000000000000000000000000000000000000000000000
44.000000000000000000000000000000000000000000000000000000000000,0.985809460000000026269617592333815991878509521484375000000000,1.023053722240757856809523218544200062751770019531250000000000,1.000000000000000000000000000000000000000000000000000000000000
45.000000000000000000000000000000000000000000000000000000000000,0.983823250000000038006930935807758942246437072753906250000000,1.021632665430129760508748404390644282102584838867187500000000,1.000000000000000000000000000000000000000000000000000000000000
46.000000000000000000000000000000000000000000000000000000000000,0.982050599999999995759480952983722090721130371093750000000000,1.020185016935901467505232176335994154214859008789062500000000,1.000000000000000000000000000000000000000000000000000000000000
47.000000000000000000000000000000000000000000000000000000000000,0.980486579999999996459791873348876833915710449218750000000000,1.018710895448101672045027044077869504690170288085937500000000,1.000000000000000000000000000000000000000000000000000000000000
48.000000000000000000000000000000000000000000000000000000000000,0.979126449999999981521625613822834566235542297363281250000000,1.017218559424952761816030033514834940433502197265625000000000,1.000000000000000000000000000000000000000000000000000000000000
49.000000000000000000000000000000000000000000000000000000000000,0.977965580000000000993054527498316019773483276367187500000000,1.015706063784356683044052260811440646648406982421875000000000,1.000000000000000000000000000000000000000000000000000000000000
50.000000000000000000000000000000000000000000000000000000000000,0.976999520000000010178098364121979102492332458496093750000000,1.014180604240507044266905722906813025474548339843750000000000,1.000000000000000000000000000000000000000000000000000000000000
51.000000000000000000000000000000000000000000000000000000000000,0.976223929999999961992784847097937017679214477539062500000000,1.012644271279103280747335702471900731325149536132812500000000,1.000000000000000000000000000000000000000000000000000000000000
52.000000000000000000000000000000000000000000000000000000000000,0.975634589999999968235044889297569170594215393066406250000000,1.011098132383529524247478548204526305198669433593750000000000,1.000000000000000000000000000000000000000000000000000000000000
53.000000000000000000000000000000000000000000000000000000000000,0.975227410000000016765397958806715905666351318359375000000000,1.009548296876203066219090942468028515577316284179687500000000,1.000000000000000000000000000000000000000000000000000000000000
54.000000000000000000000000000000000000000000000000000000000000,0.974998420000000032281661788147175684571266174316406250000000,1.007996804998693596289172091928776353597640991210937500000000,1.000000000000000000000000000000000000000000000000000000000000
55.000000000000000000000000000000000000000000000000000000000000,0.974943730000000008395488748647039756178855895996093750000000,1.006444678143083804044977114244829863309860229492187500000000,1.000000000000000000000000000000000000000000000000000000000000
56.000000000000000000000000000000000000000000000000000000000000,0.975059549999999997105248894513351842761039733886718750000000,1.004899965760267299685892794514074921607971191406250000000000,1.000000000000000000000000000000000000000000000000000000000000
57.000000000000000000000000000000000000000000000000000000000000,0.975342200000000048021320253610610961914062500000000000000000,1.003359630951643710616849602956790477037429809570312500000000,1.000000000000000000000000000000000000000000000000000000000000
58.000000000000000000000000000000000000000000000000000000000000,0.975788050000000017902834770211484283208847045898437500000000,1.001831675471881899497361700923647731542587280273437500000000,1.000000000000000000000000000000000000000000000000000000000000
59.000000000000000000000000000000000000000000000000000000000000,0.976393570000000043940246996498899534344673156738281250000000,1.000317050249810435502695327159017324447631835937500000000000,1.000000000000000000000000000000000000000000000000000000000000
60.000000000000000000000000000000000000000000000000000000000000,0.977155290000000009698055691842455416917800903320312500000000,0.998817699468647957061762099328916519880294799804687500000000,1.000000000000000000000000000000000000000000000000000000000000
61.000000000000000000000000000000000000000000000000000000000000,0.978069810000000039451606426155194640159606933593750000000000,0.997339545299076313256136927520856261253356933593750000000000,1.000000000000000000000000000000000000000000000000000000000000
62.000000000000000000000000000000000000000000000000000000000000,0.979133790000000003850288976536830887198448181152343750000000,0.995883496126311440477252290293108671903610229492187500000000,1.000000000000000000000000000000000000000000000000000000000000
63.000000000000000000000000000000000000000000000000000000000000,0.980343929999999974533864133263705298304557800292968750000000,0.994452444831361970223326807172270491719245910644531250000000,1.000000000000000000000000000000000000000000000000000000000000
64.000000000000000000000000000000000000000000000000000000000000,0.981697000000000041808334572124294936656951904296875000000000,0.993050261904396935896954801137326285243034362792968750000000,1.000000000000000000000000000000000000000000000000000000000000
65.000000000000000000000000000000000000000000000000000000000000,0.828721350000000023250379399541998282074928283691406250000000,0.991679806010308251273954738280735909938812255859375000000000,1.000000000000000000000000000000000000000000000000000000000000
66.000000000000000000000000000000000000000000000000000000000000,0.990211100000000010723510968091432005167007446289062500000000,0.501884633222283826903264980501262471079826354980468750000000,0.984385960000000004299636202631518244743347167968750000000000
67.000000000000000000000000000000000000000000000000000000000000,0.990211100000000010723510968091432005167007446289062500000000,0.999390186012175663066159359004814177751541137695312500000000,0.984385960000000004299636202631518244743347167968750000000000
68.000000000000000000000000000000000000000000000000000000000000,0.990211100000000010723510968091432005167007446289062500000000,0.999390186012175663066159359004814177751541137695312500000000,0.984385960000000004299636202631518244743347167968750000000000
69.000000000000000000000000000000000000000000000000000000000000,0.990211100000000010723510968091432005167007446289062500000000,0.999390186012175552043856896489160135388374328613281250000000,0.984385960000000004299636202631518244743347167968750000000000
70.000000000000000000000000000000000000000000000000000000000000,0.990211100000000010723510968091432005167007446289062500000000,0.999390186012175552043856896489160135388374328613281250000000,0.984385960000000004299636202631518244743347167968750000000000
71.000000000000000000000000000000000000000000000000000000000000,0.990211100000000010723510968091432005167007446289062500000000,0.999389186622488212563553133804816752672195434570312500000000,0.975670620000000043958721107628662139177322387695312500000000
72.000000000000000000000000000000000000000000000000000000000000,0.990211100000000010723510968091432005167007446289062500000000,0.999390186012175552043856896489160135388374328613281250000000,0.975670620000000043958721107628662139177322387695312500000000
73.000000000000000000000000000000000000000000000000000000000000,0.990211100000000010723510968091432005167007446289062500000000,0.999390186012175663066159359004814177751541137695312500000000,0.975670620000000043958721107628662139177322387695312500000000
74.000000000000000000000000000000000000000000000000000000000000,0.990211100000000010723510968091432005167007446289062500000000,0.999390186012175663066159359004814177751541137695312500000000,0.975670620000000043958721107628662139177322387695312500000000
75.000000000000000000000000000000000000000000000000000000000000,0.990211100000000010723510968091432005167007446289062500000000,0.999389186622489988920392534055281430482864379882812500000000,0.975670620000000043958721107628662139177322387695312500000000
76.000000000000000000000000000000000000000000000000000000000000,0.990211100000000010723510968091432005167007446289062500000000,0.999390186012175552043856896489160135388374328613281250000000,0.962079009999999956725957872549770399928092956542968750000000
77.000000000000000000000000000000000000000000000000000000000000,0.990211100000000010723510968091432005167007446289062500000000,0.999390186012175552043856896489160135388374328613281250000000,0.962079009999999956725957872549770399928092956542968750000000
78.000000000000000000000000000000000000000000000000000000000000,0.990211100000000010723510968091432005167007446289062500000000,0.999390186012175663066159359004814177751541137695312500000000,0.962079009999999956725957872549770399928092956542968750000000
79.000000000000000000000000000000000000000000000000000000000000,0.990211100000000010723510968091432005167007446289062500000000,0.999389186622488212563553133804816752672195434570312500000000,0.962079009999999956725957872549770399928092956542968750000000
80.000000000000000000000000000000000000000000000000000000000000,0.990211100000000010723510968091432005167007446289062500000000,0.999390186012175663066159359004814177751541137695312500000000,0.962079009999999956725957872549770399928092956542968750000000
81.000000000000000000000000000000000000000000000000000000000000,0.990211100000000010723510968091432005167007446289062500000000,0.999390186012175663066159359004814177751541137695312500000000,0.937215950000000019848300780722638592123985290527343750000000
82.000000000000000000000000000000000000000000000000000000000000,0.990211100000000010723510968091432005167007446289062500000000,0.999390186012175552043856896489160135388374328613281250000000,0.937215950000000019848300780722638592123985290527343750000000
83.000000000000000000000000000000000000000000000000000000000000,0.990211100000000010723510968091432005167007446289062500000000,0.999389186622489988920392534055281430482864379882812500000000,0.937215950000000019848300780722638592123985290527343750000000
84.000000000000000000000000000000000000000000000000000000000000,0.990211100000000010723510968091432005167007446289062500000000,0.999390186012175663066159359004814177751541137695312500000000,0.937215950000000019848300780722638592123985290527343750000000
85.000000000000000000000000000000000000000000000000000000000000,0.990211100000000010723510968091432005167007446289062500000000,0.999390186012175663066159359004814177751541137695312500000000,0.937215950000000019848300780722638592123985290527343750000000
86.000000000000000000000000000000000000000000000000000000000000,0.990211100000000010723510968091432005167007446289062500000000,0.999390186012175663066159359004814177751541137695312500000000,0.630957340000000033164440083055524155497550964355468750000000
87.000000000000000000000000000000000000000000000000000000000000,0.990211100000000010723510968091432005167007446289062500000000,0.999390186012175552043856896489160135388374328613281250000000,0.630957340000000033164440083055524155497550964355468750000000
88.000000000000000000000000000000000000000000000000000000000000,0.990211100000000010723510968091432005167007446289062500000000,0.999389186622489988920392534055281430482864379882812500000000,0.630957340000000033164440083055524155497550964355468750000000
89.000000000000000000000000000000000000000000000000000000000000,0.990211100000000010723510968091432005167007446289062500000000,0.999390186012175663066159359004814177751541137695312500000000,0.630957340000000033164440083055524155497550964355468750000000
90.000000000000000000000000000000000000000000000000000000000000,0.990211100000000010723510968091432005167007446289062500000000,0.999390186012175552043856896489160135388374328613281250000000,0.630957340000000033164440083055524155497550964355468750000000
